City,Strategy,Weather event,Community system,Category,Specific Impact/Sector
Salem,"Use bulkhead materials to repair seawalls. Deteriorating and corroding bulkheads may be replaced with marine-grade fiber-reinforced polymer sheeting for steel bulkheads. The appropriate design should be considered for mooring piles, capping, patching, coating, or other protective measures of the bulkhead to prevent any degradation of the structure.",,,physical infrastructure,"Ineffective seawalls (impacts: sea level rise, storm surge)"
Salem,Beach Nourishment,,,practice and behavior,"Ineffective seawalls (impacts: sea level rise, storm surge)"
Salem,Water Level Monitoring and Alert System,,,"research and monitoring, technology",Ineffective tide gates and inadequate tide gates at Lafayette Street (Impacts: extreme precipitation;sea level rise;storm surge)
Salem,"Buoyant or self-regulation structures as a tide gate alternative. The buoyant front flap tide gate operates automatically based on the flow or water level. These tide gate solutions allow for self-regulation of flow in and out of low-lying areas. The floats at the top of the self-regulating tide gate may be adjusted in height to fit site-specific conditions, which could be closed during daily tides, during extreme events, or as a managed adaptation to sea level rise.",,,physical infrastructure,Ineffective tide gates and inadequate tide gates at Lafayette Street (Impacts: extreme precipitation;sea level rise;storm surge);Insufficient capacity and drainage in the stormwater system to remove water from streets and neighborhoods (Impacts: extreme precipitation;sea levelr ise;storm surge);Flooding and disrupted operation of pump stations (extreme precipitation;sea level rise;and flooding)
Salem,"Duckbill/tide flex design as a tide gate alternative. The duck bill technology, or tide flex, operates automatically based on the flow or water level. Duckbill tide gates are self-cleaning when debris is caught in the opening. This design is considered to be reliable and low maintenance.",,,physical infrastructure,Ineffective tide gates and inadequate tide gates at Lafayette Street (Impacts: extreme precipitation;sea level rise;storm surge);Insufficient capacity and drainage in the stormwater system to remove water from streets and neighborhoods (Impacts: extreme precipitation;sea levelr ise;storm surge);Flooding and disrupted operation of pump stations (extreme precipitation;sea level rise;and flooding)
Salem,"Installation or updates of tide gates to seal a pipe at the end of the gate and prevent water from flowing backwards through the drainage system, while still allowing water to drain. Tide gates may be added to outfalls to prevent high tides, sea level rise and storm surges from entering the drainage system.",,,physical infrastructure,Ineffective tide gates and inadequate tide gates at Lafayette Street (Impacts: extreme precipitation;sea level rise;storm surge);Insufficient capacity and drainage in the stormwater system to remove water from streets and neighborhoods (Impacts: extreme precipitation;sea levelr ise;storm surge);Flooding and disrupted operation of pump stations (extreme precipitation;sea level rise;and flooding)
Salem,"Installation of above ground or subsurface stormwater storage systems for the excess water flows that undersized pipes cannot handle. Water is stored and then released at a later point in time, when the precipitation event has passed.",,,physical infrastructure,Insufficient capacity and drainage in the stormwater system to remove water from streets and neighborhoods (Impacts: extreme precipitation;sea levelr ise;storm surge);Flooding and disrupted operation of pump stations (extreme precipitation;sea level rise;and flooding);Flooding of the transportation network infrastructure from storm drain overflow and overwhelmed seawalls (impacts: extreme preciptiation and storm surge)
Salem,"Installation of deployable floodwalls, which are temporary floodwalls that may quickly be erected at the sign of an impending storm. They consist of moveable posts and panels which are attached to permanent, in-ground foundations during storms for which flooding is a concern.",,,physical infrastructure,Insufficient capacity and drainage in the stormwater system to remove water from streets and neighborhoods (Impacts: extreme precipitation;sea levelr ise;storm surge);Flooding and disrupted operation of pump stations (extreme precipitation;sea level rise;and flooding);Flooding of the transportation network infrastructure from storm drain overflow and overwhelmed seawalls (impacts: extreme preciptiation and storm surge)
Salem,Installation or upgrade of pump stations to pump stormwater from areas where it may not be conveyed to the outfalls by gravity flow (generally low-lying areas).,,,physical infrastructure,Insufficient capacity and drainage in the stormwater system to remove water from streets and neighborhoods (Impacts: extreme precipitation;sea levelr ise;storm surge);Flooding and disrupted operation of pump stations (extreme precipitation;sea level rise;and flooding);Flooding of the transportation network infrastructure from storm drain overflow and overwhelmed seawalls (impacts: extreme preciptiation and storm surge)
Salem,Conduct a Drainage Study,,,research and monitoring,Insufficient capacity and drainage in the stormwater system to remove water from streets and neighborhoods (Impacts: extreme precipitation;sea levelr ise;storm surge);Flooding and disrupted operation of pump stations (extreme precipitation;sea level rise;and flooding);Flooding of the transportation network infrastructure from storm drain overflow and overwhelmed seawalls (impacts: extreme preciptiation and storm surge)
Salem,"Convert to green roofs, which are roofs that are covered with vegetation. They enable rainfall infiltration and evapotranspiration of stored water. Thus, they reduce the amount of runoff that a conventional stormwater system would be required to handle. This is a “green infrastructure” option that is designed to mimic natural systems by absorbing and storing water;they are designed to manage the first inch of rainfall.",,,green infrastructure,Insufficient capacity and drainage in the stormwater system to remove water from streets and neighborhoods (Impacts: extreme precipitation;sea levelr ise;storm surge);Flooding of the transportation network infrastructure from storm drain overflow and overwhelmed seawalls (impacts: extreme preciptiation and storm surge)
Salem,"Install bioretention areas or street planters, especially in highly impervious areas. A bioretention area is a shallow, vegetated basin that collects and absorbs runoff from rooftops, sidewalks, and streets, and may be installed in any unpaved space. A street planter box is a bioretention area with vertical walls and open or closed bottoms that collect and absorb runoff from sidewalks, parking lots, and streets. This is a “green infrastructure” option that is designed to mimic natural systems by absorbing and storing water;they are designed to manage the first inch of rainfall.",,,green infrastructure,Insufficient capacity and drainage in the stormwater system to remove water from streets and neighborhoods (Impacts: extreme precipitation;sea levelr ise;storm surge);Flooding of the transportation network infrastructure from storm drain overflow and overwhelmed seawalls (impacts: extreme preciptiation and storm surge)
Salem,"Use permeable pavements rather than traditional pavements. Permeable pavements are paved surfaces that infiltrate, treat, and/or store rainwater where it falls. Permeable pavements include pervious concrete, porous asphalt, and permeable interlocking pavers. This is a “green infrastructure” option that is designed to mimic natural systems by absorbing and storing water and to manage the first inch of rainfall",,,green infrastructure,Insufficient capacity and drainage in the stormwater system to remove water from streets and neighborhoods (Impacts: extreme precipitation;sea levelr ise;storm surge);Flooding of the transportation network infrastructure from storm drain overflow and overwhelmed seawalls (impacts: extreme preciptiation and storm surge)
Salem,Enlarging and supplementing the drainage system. Replacing undersized pipes with those that have more capacity allows better flow of water to discharge points. Another option is to add additional pipes parallel to the existing drainage system to provide additional capacity in the system. The appropriate size of these pipes is best determined from future conditions modeling performed in a drainage study.,,,physical infrastructure,Insufficient capacity and drainage in the stormwater system to remove water from streets and neighborhoods (Impacts: extreme precipitation;sea levelr ise;storm surge);Flooding of the transportation network infrastructure from storm drain overflow and overwhelmed seawalls (impacts: extreme preciptiation and storm surge)
Salem,"Improve infrastructure design and materials in the transportation network and use nonerodible and permeable base materials to prevent failure or collapse. Using these types of materials may protect the structural integrity of the roadways, bridges, and railbed support structures. Nonerodible materials include lean concrete base and cement treated base. Permeable materials include porous asphalt, pervious concrete, impermeable interlocking concrete pavement, grass and gravel pavers and may naturally treat stormwater",,,physical infrastructure,Insufficient capacity and drainage in the stormwater system to remove water from streets and neighborhoods (Impacts: extreme precipitation;sea levelr ise;storm surge);Flooding of the transportation network infrastructure from storm drain overflow and overwhelmed seawalls (impacts: extreme preciptiation and storm surge);Flooding of evacuation routes (Impacts: extreme precipitation;sea level rise;storm surge)
Salem,"Elevate or relocate transportation infrastructure to protect it from flooding. Elevating the infrastructure to avoid flooding may extend its service life. Relocating it out of flooding areas may maintain the structural integrity of the roadways, bridges, and railbed support structures. This may be particularly important for evacuation routes.",,,"physical infrastructure, land use",Insufficient capacity and drainage in the stormwater system to remove water from streets and neighborhoods (Impacts: extreme precipitation;sea levelr ise;storm surge);Flooding of the transportation network infrastructure from storm drain overflow and overwhelmed seawalls (impacts: extreme preciptiation and storm surge);Flooding of evacuation routes (Impacts: extreme precipitation;sea level rise;storm surge)
Salem,Increase energy efficiency in critical buildings to reduce the risk of power outages during events that cause grid power failure. This may also reduce the energy demand on the grid to begin to reduce the risk of power failure in the first place.,,,energy;practice and behavior,Loss of power at critical City Buildings (Impacts: extreme heat)
Salem,"Install and elevate backup power sources to maintain some level of power during events that could cause grid power failure at critical City facilities. A backup generator with properly rated distribution equipment and installed above future flooding elevation is recommended to maintain power at critical facilities. One possible location is to install the equipment, such as generators, above future flooding elevation is on the roof of these buildings. Fuel pumps could be installed to allow for easy refilling of the generators and all equipment could be properly rated for use outdoors.",,,"physical infrastructure, technology",Loss of power at critical City Buildings (Impacts: extreme heat);Backup (emergency) power failure at critical City facilities (Impacts: extreme precipitation;sea level rise;storm surge)
Salem,Install Renewable Energy Backup Power Sources,,,technology,Loss of power at critical City Buildings (Impacts: extreme heat);Backup (emergency) power failure at critical City facilities (Impacts: extreme precipitation;sea level rise;storm surge)
Salem,"Improve utility and City communication during a power outage event. The City and National Grid could benefit from having a designated individual handle all utility issues during power outage events. Outages are stressful times for both the City and National Grid. By having a specific point person that handles and delegates all of Salem’s needs on National Grid’s end, efficiency would improve by reducing the need to re-explain the City’s needs to multiple people and avoid confusion.",,,practice and behavior,Loss of power at critical City Buildings (Impacts: extreme heat);Downed power lines (Impact: extreme precipitation)
Salem,"Promote and expand urban forestry. Urban forestry helps improve air quality. Trees have the ability to absorb air pollutants to improve local air quality. In addition, urban forests provide economic benefits, aesthetic value, sequester carbon dioxide, improve water quality, provide health benefits, and wildlife habitats. The City may increase tree planning activities and consider partnership with local or regional agencies to coordinate tree planting in areas with populations sensitive to poor air quality",,,green infrastructure,Poor Air Quality (Impacts: extreme heat)
Salem,Review local public health care sector readiness to understand the capacity and available resources of local health care providers to handle poor air quality-related diseases and aliments. The goal is to ensure there are sufficient clinics or hospitals available to care for people during poor air quality events and that the people have the ability to access them. It is also possible to integrate the emergency medical response mechanism with EPA’s pre-existing air quality alert program (EnviroFlash) to provide a timely response to high risk groups.,,,research and monitoring,Poor Air Quality (Impacts: extreme heat)
Salem,"Conduct a community health impact assessment and public outreach during poor air quality events. A community health impact assessment may be designed to specifically understand the relationship between the health risk and poor air quality with a focus on the extent of the health risk specifically to the vulnerable populations. The public outreach program may be used to educate the vulnerable groups and their caregivers to detect these signs and symptoms of respiratory illness during an event. To alert the populations of the air quality risks during extreme heat events, the health department may integrate EPA’s pre-existing air quality alert program (EnviroFlash). This may enable vulnerable population to take appropriate measures to protect themselves.",,,"research, education and outreach",Poor Air Quality (Impacts: extreme heat)
Salem,"Perform wharf area water study and field investigation. This will include the review of public and private water piping systems in the wharf area to update the GIS data and mapping. The benefit of creating more accurate mapping will allow staff to more quickly locate and operate key valves in the system during a storm surge event or emergency. The study will allow staff to evaluate the wharf area piping systems and recommend the most appropriate location for any new emergency shutdown gate valves, protecting against a wider water distribution system failure or potential contamination, in the event of a wharf water piping failure.",,,research and monitoring,Property damage or loss of emergency and critical City facilities (Impacts: extreme precipitation;sea level rise;storm surge)
Salem,"Adopt and enforce updated building codes. Stricter building codes for new construction and existing facilities may help the City protect its building stock from flooding as well as wind, and prolonged power outages. Targeted strategies include building code legislation changes, adjustments to zoning regulations, incentive programs, and best practices guides.",,,building codes;practice and behavior,Property damage or loss of emergency and critical City facilities (Impacts: extreme precipitation;sea level rise;storm surge);Propoerty damage or loss at Salem State University (Impact: storm surge);Flooding of emergency response facilities (Impact: extreme precipitation;storm surge);Flooding of residential areas (Impacts: sea level rise;storm surge)
Salem,Elevate a Building's Critical Uses,,,physical infrastructure,Property damage or loss of emergency and critical City facilities (Impacts: extreme precipitation;sea level rise;storm surge);Propoerty damage or loss at Salem State University (Impact: storm surge);Flooding of emergency response facilities (Impact: extreme precipitation;storm surge);Property damage or loss of historic properties (Impact: extreme precipitation;sea level rise;storm surge);Flooding of residential areas (Impacts: sea level rise;storm surge)
Salem,"Elevate the building so it is raised and out of risk of flooding. Modifications may be made to resist all flood-related loads and conditions, including hydrostatic loads, break wave action debris impact, and rapid rise and drawdown of water. Foundation systems for consideration include open foundations, fill, pilings, columns, stem wall or slabs.",,,physical infrastructure,Property damage or loss of emergency and critical City facilities (Impacts: extreme precipitation;sea level rise;storm surge);Propoerty damage or loss at Salem State University (Impact: storm surge);Flooding of emergency response facilities (Impact: extreme precipitation;storm surge);Flooding of residential areas (Impacts: sea level rise;storm surge)
Salem,Flood Proof Buildings,,,physical infrastructure,Property damage or loss of emergency and critical City facilities (Impacts: extreme precipitation;sea level rise;storm surge);Propoerty damage or loss at Salem State University (Impact: storm surge);Flooding of emergency response facilities (Impact: extreme precipitation;storm surge);Property damage or loss of historic properties (Impact: extreme precipitation;sea level rise;storm surge);Flooding of residential areas (Impacts: sea level rise;storm surge)
Salem,"Development of new critical use facilities outside future flooding levels. Critical use buildings are those essential to a community’s resiliency and sustainability. In some cases, relocating a critical public service or use into an area that is not expected to flood in the future, could be more cost effective than to design or modify such a facility located in flood prone area.",,,physical infrastructure;land use,Property damage or loss of emergency and critical City facilities (Impacts: extreme precipitation;sea level rise;storm surge);Propoerty damage or loss at Salem State University (Impact: storm surge);Flooding of emergency response facilities (Impact: extreme precipitation;storm surge);Flooding of residential areas (Impacts: sea level rise;storm surge)
Salem,"Re-development of existing facilities outside future flooding levels, especially small structures or historic properties. By relocating properties into future non-flood areas, the City may avoid the extreme alterations required to protect the structure, risking loss of significant historic character. This strategy is to be considered for smaller structures due to the significant constraints and engineering considerations necessary to move a structure.",,,physical infrastructure;land use,Property damage or loss of emergency and critical City facilities (Impacts: extreme precipitation;sea level rise;storm surge);Propoerty damage or loss at Salem State University (Impact: storm surge);Flooding of emergency response facilities (Impact: extreme precipitation;storm surge);Property damage or loss of historic properties (Impact: extreme precipitation;sea level rise;storm surge);Flooding of residential areas (Impacts: sea level rise;storm surge)
Salem,"Limit or restrict development in future flooding areas. The first step is to review the existing regulations and zoning ordinance, review historical flood events and insurance claims, review future flooding levels, and determine implications to tax",,,"policy, land use, research",Property damage or loss of emergency and critical City facilities (Impacts: extreme precipitation;sea level rise;storm surge);Propoerty damage or loss at Salem State University (Impact: storm surge);Flooding of emergency response facilities (Impact: extreme precipitation;storm surge);Flooding of residential areas (Impacts: sea level rise;storm surge)
Salem,Improve land use planning and regulations to prevent or manage flooding. Land uses may be planned and regulated to minimize the impact of storm surge and mitigate future losses resulting from extreme precipitation events and sea level rise.,,,"policy, planning",Property damage or loss of emergency and critical City facilities (Impacts: extreme precipitation;sea level rise;storm surge);Propoerty damage or loss at Salem State University (Impact: storm surge);Flooding of emergency response facilities (Impact: extreme precipitation;storm surge);Flooding of residential areas (Impacts: sea level rise;storm surge)
Salem,"Evaluation of buildings for flood proofing opportunities. Evaluating the utilities and critical operations in the building is key to determining if they are at risk for flooding. An evaluation may include: assessing the building strength to determine if it may withstand flooding-forces;Understanding the likely flooding characteristics, such as the length of time a building is expected to flood;Determining the building location within established or future flooding areas;Operational and maintenance initiatives that would to ensure flood proofing options are kept in working order.",,,research and monitoring,Property damage or loss of emergency and critical City facilities (Impacts: extreme precipitation;sea level rise;storm surge);Propoerty damage or loss at Salem State University (Impact: storm surge);Flooding of emergency response facilities (Impact: extreme precipitation;storm surge);Property damage or loss of historic properties (Impact: extreme precipitation;sea level rise;storm surge);Flooding of residential areas (Impacts: sea level rise;storm surge)
San Luis Obiso,Conserve agricultural land through the development of new tools and economic incentives,,,land use,Agriculture and Related Tourism
San Luis Obiso,The county and cities should work with California Polytechnic State University (Cal Poly) and the University of California Cooperative Extension (UCCE) to develop and promote best management practices and new technologies. Policies and programs to encourage recycled water should also be implemented.,,,practice and behavior,Agriculture and Related Tourism
San Luis Obiso,Provide additional support for farm workers and employees of the agricultural industry,,,practice and behavior;capacity building,Agriculture and Related Tourism
San Luis Obiso,Make water conservation a top priority,,,water conservation,Agriculture and Related Tourism
San Luis Obiso,"Protect species migration corridors, new habitats and adjacent habitat (buffers)",,,land use,Coastal and Marine Resources and Tourism
San Luis Obiso,Reassess coastal land use policies with climate change in mind,,,policy,Coastal and Marine Resources and Tourism
San Luis Obiso,Consider ecotourism and other strategies to draw visitors and boost local business while minimizing the impacts to natural resources,,,practice and behavior,Coastal and Marine Resources and Tourism
San Luis Obiso,Identify high‐risk areas and map failing infrastructure to prioritize repairs and improvements,,,research and monitoring,Coastal and Marine Resources and Tourism
San Luis Obiso,Increase monitoring and research of ocean acidification process and effects.,,,research and monitoring,Coastal and Marine Resources and Tourism
San Luis Obiso,City or county purchases of private property,,,land use,Coastal and Nearshore Marine
San Luis Obiso,"Protect areas neighboring dunes, coastal marshes and wetlands to allow shifts as the sea level rises",,,land use,Coastal and Nearshore Marine
San Luis Obiso,Protect habitat for sensitive species more aggressively and effectively to maintain resilient populations,,,land use,Coastal and Nearshore Marine
San Luis Obiso,Rolling conservation easements that shift with the coastline,,,land use,Coastal and Nearshore Marine
San Luis Obiso,"Discouragement (by FEMA, state) of rebuilding after floods and storms",,,physical infrastructure,Coastal and Nearshore Marine
San Luis Obiso,Cities and counties plan new structures and facilities with long term view,,,planning,Coastal and Nearshore Marine
San Luis Obiso,Planning that ensures that coastal sewage plants and other facilities meet the Clean Water Act under current and future climate conditions,,,planning,Coastal and Nearshore Marine
San Luis Obiso,A county­ or state­wide policy on coastal structures may need to be implemented,,,policy,Coastal and Nearshore Marine
San Luis Obiso,Government support for relocation of structures to less sensitive areas,,,practice and behavior,Coastal and Nearshore Marine
San Luis Obiso,Improvement to land management practices,,,practice and behavior,Coastal and Nearshore Marine
San Luis Obiso,New and continuing research should be increasingly supported.,,,research and monitoring;funding,Coastal and Nearshore Marine
San Luis Obiso,increase water prices to reflect true costs and reduce waste,,,financing;water conservation,Freshwater Aquatic and Rpiarian Systems
San Luis Obiso,buy out large water users to preserve their lands for conservation purposes,,,green infrastructure;land use;water conservation,Freshwater Aquatic and Rpiarian Systems
San Luis Obiso,retire marginal agricultural lands and restore to conservation lands,,,land use,Freshwater Aquatic and Rpiarian Systems
San Luis Obiso,"Protect, restore, and enhance floodplains, thereby increasing the ability of aquatic systems to hold high flows, filter sediment, and allow replenishment of groundwater stores",,,land use;green infrastructure,Freshwater Aquatic and Rpiarian Systems
San Luis Obiso,Retrofit culverts and other water facilities to prevent erosion,,,physical infrastructure,Freshwater Aquatic and Rpiarian Systems
San Luis Obiso,Research groundwater availability and develop a sustainable master groundwater plan,,,planning;research and monitoring,Freshwater Aquatic and Rpiarian Systems
San Luis Obiso,provide water rights for riparian and aquatic systems,,,policy,Freshwater Aquatic and Rpiarian Systems
San Luis Obiso,Require a permit and mitigation efforts for grading near streams and rivers,,,policy,Freshwater Aquatic and Rpiarian Systems
San Luis Obiso,require gray water systems for many types of developments,,,policy,Freshwater Aquatic and Rpiarian Systems
San Luis Obiso,require low impact development,,,policy,Freshwater Aquatic and Rpiarian Systems
San Luis Obiso,require low water landscaping,,,policy;water conservation,Freshwater Aquatic and Rpiarian Systems
San Luis Obiso,Improve upland land management practices to reduce sediment inputs to streams and rivers,,,practice and behavior,Freshwater Aquatic and Rpiarian Systems
San Luis Obiso,change to low‐water crops,,,practice and behavior;water conservation,Freshwater Aquatic and Rpiarian Systems
San Luis Obiso,Reduce groundwater use by communities and agriculture,,,practice and behavior;water conservation,Freshwater Aquatic and Rpiarian Systems
San Luis Obiso,monitor recharge and use to identify sustainable levels,,,research and monitoring,Freshwater Aquatic and Rpiarian Systems
San Luis Obiso,Identify new opportunities for restoration of native habitats,,,green infrastructure,Grasslands and Shrublands
San Luis Obiso,Limit new development to previously disturbed sites that are not important for wildlife movement.,,,land use,Grasslands and Shrublands
San Luis Obiso,"Map and conserve corridors that allow connectivity to other areas, including the Central Valley.",,,land use,Grasslands and Shrublands
San Luis Obiso,Reduce fire risk in salt brush,,,land use,Grasslands and Shrublands
San Luis Obiso,"Restore many drainages to Soda Lake that have been developed for agriculture, when land becomes fallow. These areas should be avoided for other types of development, such as solar energy development, due to their very high conservation potential and importance as movement corridors.",,,land use;green infrastructure,Grasslands and Shrublands
San Luis Obiso,Increase monitoring of populations and habitat conditions,,,research and monitoring,Grasslands and Shrublands
San Luis Obiso,"lobbying school districts and other local institutions (e.g., state hospitals, prisons and other state agencies) to primarily buy locally produced food",,,advocacy,Health and Emergency Preparedness
San Luis Obiso,citizen emergency response training,,,capacity building,Health and Emergency Preparedness
San Luis Obiso,Training exercises,,,capacity building,Health and Emergency Preparedness
San Luis Obiso,an effective outreach campaign to increase personal preparedness,,,education and outreach,Health and Emergency Preparedness
San Luis Obiso,educating the public (shoppers) on the benefits of buying locally produced food,,,education and outreach,Health and Emergency Preparedness
San Luis Obiso,Expand outreach and education on emergency preparedness • Identify and target vulnerable populations for outreach,,,education and outreach,Health and Emergency Preparedness
San Luis Obiso,Identify and target vulnerable populations for outreach. Other strategies to educate and outreach on emergency preparedness include partnering with local businesses for funding and having emergency communication mechanisms available during disasters. Cultural and linguistic needs should always be considered when providing information.,,,education and outreach,Health and Emergency Preparedness
San Luis Obiso,incorporating emergency response education into school curriculum,,,education and outreach,Health and Emergency Preparedness
San Luis Obiso,information on emergency exit routes and methods,,,education and outreach,Health and Emergency Preparedness
San Luis Obiso,amending the state budget to allocate funding for fuel management,,,funding,Health and Emergency Preparedness
San Luis Obiso,Designating sites for community gardens and farmers’ markets ,,,land use,Health and Emergency Preparedness
San Luis Obiso,Bolster wildfire management planning in the region,,,planning,Health and Emergency Preparedness
San Luis Obiso,enacting ordinances to allow chickens and home gardens,,,policy,Health and Emergency Preparedness
San Luis Obiso,implementing policies for efficient land use and farm land conservation,,,policy,Health and Emergency Preparedness
San Luis Obiso,streamlining fire management regulations,,,policy,Health and Emergency Preparedness
San Luis Obiso,consolidating fire agencies,,,practice and behavior,Health and Emergency Preparedness
San Luis Obiso,creating defensible space around key structures,,,practice and behavior,Health and Emergency Preparedness
San Luis Obiso,enhancing controlled burning and management,,,practice and behavior,Health and Emergency Preparedness
San Luis Obiso,Increase local food production and security while reducing vehicle miles,,,practice and behavior,Health and Emergency Preparedness
San Luis Obiso,Promote healthy lifestyle practices,,,practice and behavior,Health and Emergency Preparedness
San Luis Obiso,promoting mechanical fuel management versus burning,,,practice and behavior,Health and Emergency Preparedness
San Luis Obiso,"Providing incentives like ""Lawn to Garden"" or ""Food Forest"" programs",,,practice and behavior,Health and Emergency Preparedness
San Luis Obiso,streamlining permitting for fuel management,,,practice and behavior,Health and Emergency Preparedness
San Luis Obiso,"Local jurisdictions should provide outreach, education, programs and incentives for energy conservation and renewable energy",,,"energy conservation, education and outreach",Infrastructure
San Luis Obiso,Increase the amount of renewable energy available to residents,,,technology,Infrastructure
San Luis Obiso,Encourage energy conservation and alternative energy development in areas with low ecological impacts,,,technology;energy,Infrastructure
San Luis Obiso,Collaborate across jurisdictions for cooperative basin planning,,,capacity building;planning,Water Resources and Infrastructure
San Luis Obiso,develop constructed wetlands to improve recharge and water quality,,,green infrastructure,Water Resources and Infrastructure
San Luis Obiso,increase recharge into groundwater basins,,,green infrastructure,Water Resources and Infrastructure
San Luis Obiso,"build reclamation water plants (for parks, golf courses, etc.)",,,physical infrastructure,Water Resources and Infrastructure
San Luis Obiso,"Encourage low impact, natural filtration, and urban runoff catchments",,,"planning, green infrastructure;practice and behavior",Water Resources and Infrastructure
San Luis Obiso,encourage greywater systems for use in outdoor watering,,,practice and behavior,Water Resources and Infrastructure
San Luis Obiso,Enforce the Clean Water Act to improve water management practices,,,practice and behavior,Water Resources and Infrastructure
San Luis Obiso,reduce sedimentation of streams and rivers by changing land use practices,,,practice and behavior,Water Resources and Infrastructure
San Luis Obiso,reduce the use of ocean outfalls (that discharge wastewater to the sea),,,practice and behavior,Water Resources and Infrastructure
San Luis Obiso,"Work with water agencies, mutual water companies and regional planning agencies to monitor and reduce agricultural water use",,,research and monitoring;water conservation,Water Resources and Infrastructure
San Luis Obiso,consider desalination as a last order option due to increased energy use and costs required,,,technology,Water Resources and Infrastructure
San Luis Obiso,Use recycled water,,,water conservatin;practice and behavior,Water Resources and Infrastructure
San Luis Obiso,"education for land owners on climate change, incentive programs, and BMPs",,,education and outreach,Woodlands and Forests
San Luis Obiso,"incentives (tax breaks, easements, etc.) in strategic locations and habitats",,,financing,Woodlands and Forests
San Luis Obiso,Identify and conserve areas especially important for wildlife under climate change,,,land use,Woodlands and Forests
San Luis Obiso,regulation that restricts land use in oak woodlands,,,land use,Woodlands and Forests
San Luis Obiso,development of new Best Management Practices (BMPs),,,practice and behavior,Woodlands and Forests
San Luis Obiso,Target oak woodlands on private ranches for improved management,,,practice and behavior,Woodlands and Forests
San Luis Obiso,"Reform grazing practices to increase oak recruitment, riparian vegetation, and water quality. State and federal land agencies, such as CA State Parks, USDA Forest Service, and Bureau of Land Management, may need to revisit their grazing policies, po",,,"practice and behavior, policy",Woodlands and Forests
San Luis Obiso,Conduct a county­wide assessment to identify areas expected to function as refuges for many species under climate change,,,research and monitoring,Woodlands and Forests
San Luis Obiso,Conduct research to identify effective management options,,,research and monitoring,Woodlands and Forests
San Luis Obiso,Develop drought resistant varieties of oak,,,technology,Woodlands and Forests
Santa Barbara,Adoption of updated bluff retreat standards and building setbacks.,,,land use,"coastal bulff erosion, sea cliff retreat, and accelerated erosion of city beaches resulting from sea level rise"
Santa Barbara,"Preparation of a Shoreline Management Plan in order to address sand supply and retention, cliff or bluff stabilization, continued interagency coordination, cooperation with affected property owners, and identification of funding. The City of Santa Barbara is a member of BEACON (Beach Erosion Authority for Clean Oceans and Nourishment), which has undertaken a number of regional studies, including their Coastal Regional Sediment Management Plan.4",,,planning,"coastal bulff erosion, sea cliff retreat, and accelerated erosion of city beaches resulting from sea level rise"
Santa Barbara,Develop policies and identify funding or tax incentives to relocate away from areas subject to future sea‐level rise,,,"funding, policy, financing",Continuing and accelerated sea level rise - inundation of low lying areas
Santa Barbara,Design and site all future public works or infrastructure projects to accommodate future sea‐level rise based on projected lifespans of projects,,,land use,Continuing and accelerated sea level rise - inundation of low lying areas
Santa Barbara,Restrict rebuilding when structures are damaged by sea‐level rise and coastal storms,,,land use,Continuing and accelerated sea level rise - inundation of low lying areas
Santa Barbara,Establish mandatory rolling setbacks (setbacks that move landward over time) for any future developments or significant redevelopment in areas that are likely to be affected by sea‐ level rise within the anticipated lives of the structures,,,land use;policy,Continuing and accelerated sea level rise - inundation of low lying areas
Santa Barbara,Develop retrofit or retreat plans for existing infrastructure subject to future inundation,,,planning,Continuing and accelerated sea level rise - inundation of low lying areas
Santa Barbara,"Evaluate costs, impacts and lifespan of a seawall along Cabrillo Boulevard and Shoreline Drive",,,research and monitoring,Continuing and accelerated sea level rise - inundation of low lying areas
Santa Barbara,Allow beach to gradually retreat,,,land use,Continuing and accelerated sea level rise - passive erosion or inundation of beaches
Santa Barbara,Selectively remove back beach barriers to allow beaches to migrate landward,,,physical infrastructure,Continuing and accelerated sea level rise - passive erosion or inundation of beaches
Santa Barbara,Beach nourishment along with sand retention structures for maintaining beach width,,,"physical infrastructure, practice and behavior",Continuing and accelerated sea level rise - passive erosion or inundation of beaches
Santa Barbara,Control drainage and runoff to reduce potential for failure from terrestrial processes,,,practice and behavior,Continuing sea level rise and increased wave energy -
Santa Barbara,Consider protection in critical areas until no longer feasible due to continued sea‐level rise,,,physical infrastructure,Continuing sea level rise and increased wave energy - wave damage to shoreline development and infrastructure
Santa Barbara,Plan for managed retreat for critical and highly vulnerable structures or infrastructure,,,planning,Continuing sea level rise and increased wave energy - wave damage to shoreline development and infrastructure
Santa Barbara,Plan for relocation of structures as setback distance from cliff edge decreases and risk of failure increases,,,planning,Continuing sea level rise and increased wave energy -increased rates of cliff erosion
Santa Barbara,"As stated earlier, it is recommended to establish a permanent set of beach transects with ~500‐foot alongshore spacing, surveyed in the winter and summer of each year, to document both seasonal and long‐term changes as they occur.",,,research and monitoring,passive erosion or inundation of beaches
Santa Barbara,Rolling easements or setbacks.,,,land use,
Santa Barbara,Smart growth and clustered development in low‐risk areas.,,,land use,
Santa Barbara,"Relocation incentives (to get property owners away from high‐risk areas), such as tax incentives, transfer of development rights, or government purchase of vulnerable property.",,,land use;financing,
Santa Barbara,Planned retreat,,,land use;planning,
Santa Barbara,Mandatory setbacks for the restriction of development in vulnerable areas.,,,land use;policy,
Santa Barbara,Rebuilding restrictions for vulnerable structures following sea‐level rise‐ related disasters.,,,land use;policy,
