City,Strategy,Weather event,Community system,Category,Specific Impact/Sector
San Luis Obispo County,Conserve agricultural land through the development of new tools and economic incentives,,,policies,Agriculture and Related Tourism
San Luis Obispo County,The county and cities should work with California Polytechnic State University (Cal Poly) and the University of California Cooperative Extension (UCCE) to develop and promote best management practices and new technologies. Policies and programs to encourage recycled water should also be implemented.,,,policies,Agriculture and Related Tourism
San Luis Obispo County,Provide additional support for farm workers and employees of the agricultural industry,,,policies,Agriculture and Related Tourism
San Luis Obispo County,Make water conservation a top priority,,,practice & behavior,Agriculture and Related Tourism
San Luis Obispo County,"Protect species migration corridors, new habitats and adjacent habitat (buffers)",,,practice & behavior,Coastal and Marine Resources and Tourism
San Luis Obispo County,Reassess coastal land use policies with climate change in mind,,,practice & behavior,Coastal and Marine Resources and Tourism
San Luis Obispo County,Consider ecotourism and other strategies to draw visitors and boost local business while minimizing the impacts to natural resources,,,practice & behavior,Coastal and Marine Resources and Tourism
San Luis Obispo County,Identify high‐risk areas and map failing infrastructure to prioritize repairs and improvements,,,practice & behavior,Coastal and Marine Resources and Tourism
San Luis Obispo County,Increase monitoring and research of ocean acidification process and effects.,,,practice & behavior;green infrastructure,Coastal and Marine Resources and Tourism
San Luis Obispo County,City or county purchases of private property,,,research & monitoring,Coastal and Nearshore Marine
San Luis Obispo County,"Protect areas neighboring dunes, coastal marshes and wetlands to allow shifts as the sea level rises",,,research & monitoring,Coastal and Nearshore Marine
San Luis Obispo County,Protect habitat for sensitive species more aggressively and effectively to maintain resilient populations,,,technology,Coastal and Nearshore Marine
San Luis Obispo County,Rolling conservation easements that shift with the coastline,,,land use,Coastal and Nearshore Marine
San Luis Obispo County,"Discouragement (by FEMA, state) of rebuilding after floods and storms",,,planning,Coastal and Nearshore Marine
San Luis Obispo County,Cities and counties plan new structures and facilities with long term view,,,planning,Coastal and Nearshore Marine
San Luis Obispo County,Planning that ensures that coastal sewage plants and other facilities meet the Clean Water Act under current and future climate conditions,,,financing,Coastal and Nearshore Marine
San Luis Obispo County,A county­ or state­wide policy on coastal structures may need to be implemented,,,Other GHG,Coastal and Nearshore Marine
San Luis Obispo County,Government support for relocation of structures to less sensitive areas,,,green infrastructure,Coastal and Nearshore Marine
San Luis Obispo County,Improvement to land management practices,,,land use,Coastal and Nearshore Marine
San Luis Obispo County,New and continuing research should be increasingly supported.,,,policies,Coastal and Nearshore Marine
San Luis Obispo County,increase water prices to reflect true costs and reduce waste,,,research & monitoring;technology,Freshwater Aquatic and Rpiarian Systems
San Luis Obispo County,buy out large water users to preserve their lands for conservation purposes,,,land use,Freshwater Aquatic and Rpiarian Systems
San Luis Obispo County,retire marginal agricultural lands and restore to conservation lands,,,education,Freshwater Aquatic and Rpiarian Systems
San Luis Obispo County,"Protect, restore, and enhance floodplains, thereby increasing the ability of aquatic systems to hold high flows, filter sediment, and allow replenishment of groundwater stores",,,financing;water conservation,Freshwater Aquatic and Rpiarian Systems
San Luis Obispo County,Retrofit culverts and other water facilities to prevent erosion,,,financing;water conservation,Freshwater Aquatic and Rpiarian Systems
San Luis Obispo County,Research groundwater availability and develop a sustainable master groundwater plan,,,green infrastructure,Freshwater Aquatic and Rpiarian Systems
San Luis Obispo County,provide water rights for riparian and aquatic systems,,,land use,Freshwater Aquatic and Rpiarian Systems
San Luis Obispo County,Require a permit and mitigation efforts for grading near streams and rivers,,,land use,Freshwater Aquatic and Rpiarian Systems
San Luis Obispo County,require gray water systems for many types of developments,,,physical infrastructure,Freshwater Aquatic and Rpiarian Systems
San Luis Obispo County,require low impact development,,,physical infrastructure,Freshwater Aquatic and Rpiarian Systems
San Luis Obispo County,require low water landscaping,,,physical infrastructure,Freshwater Aquatic and Rpiarian Systems
San Luis Obispo County,Improve upland land management practices to reduce sediment inputs to streams and rivers,,,physical infrastructure,Freshwater Aquatic and Rpiarian Systems
San Luis Obispo County,change to low‐water crops,,,physical infrastructure,Freshwater Aquatic and Rpiarian Systems
San Luis Obispo County,Reduce groundwater use by communities and agriculture,,,planning,Freshwater Aquatic and Rpiarian Systems
San Luis Obispo County,monitor recharge and use to identify sustainable levels,,,planning,Freshwater Aquatic and Rpiarian Systems
San Luis Obispo County,Identify new opportunities for restoration of native habitats,,,policies,Grasslands and Shrublands
San Luis Obispo County,Limit new development to previously disturbed sites that are not important for wildlife movement.,,,policies,Grasslands and Shrublands
San Luis Obispo County,"Map and conserve corridors that allow connectivity to other areas, including the Central Valley.",,,policies;water conservation,Grasslands and Shrublands
San Luis Obispo County,Reduce fire risk in salt brush,,,policies;water conservation,Grasslands and Shrublands
San Luis Obispo County,"Restore many drainages to Soda Lake that have been developed for agriculture, when land becomes fallow. These areas should be avoided for other types of development, such as solar energy development, due to their very high conservation potential and importance as movement corridors.",,,practice & behavior,Grasslands and Shrublands
San Luis Obispo County,Increase monitoring of populations and habitat conditions,,,practice & behavior,Grasslands and Shrublands
San Luis Obispo County,"lobbying school districts and other local institutions (e.g., state hospitals, prisons and other state agencies) to primarily buy locally produced food",,,practice & behavior,Health and Emergency Preparedness
San Luis Obispo County,citizen emergency response training,,,practice & behavior,Health and Emergency Preparedness
San Luis Obispo County,Training exercises,,,practice & behavior,Health and Emergency Preparedness
San Luis Obispo County,an effective outreach campaign to increase personal preparedness,,,practice & behavior,Health and Emergency Preparedness
San Luis Obispo County,educating the public (shoppers) on the benefits of buying locally produced food,,,practice & behavior,Health and Emergency Preparedness
San Luis Obispo County,Expand outreach and education on emergency preparedness • Identify and target vulnerable populations for outreach,,,practice & behavior,Health and Emergency Preparedness
San Luis Obispo County,Identify and target vulnerable populations for outreach. Other strategies to educate and outreach on emergency preparedness include partnering with local businesses for funding and having emergency communication mechanisms available during disasters. Cultural and linguistic needs should always be considered when providing information.,,,practice & behavior;water conservation,Health and Emergency Preparedness
San Luis Obispo County,incorporating emergency response education into school curriculum,,,research & monitoring,Health and Emergency Preparedness
San Luis Obispo County,information on emergency exit routes and methods,,,research & monitoring;water conservation,Health and Emergency Preparedness
San Luis Obispo County,amending the state budget to allocate funding for fuel management,,,technology;water conservation,Health and Emergency Preparedness
San Luis Obispo County,Designating sites for community gardens and farmers’ markets ,,,water conservation,Health and Emergency Preparedness
San Luis Obispo County,Bolster wildfire management planning in the region,,,water conservation;practice & behavior,Health and Emergency Preparedness
San Luis Obispo County,enacting ordinances to allow chickens and home gardens,,,land use,Health and Emergency Preparedness
San Luis Obispo County,implementing policies for efficient land use and farm land conservation,,,green infrastructure;practice & behavior,Health and Emergency Preparedness
San Luis Obispo County,streamlining fire management regulations,,,land use,Health and Emergency Preparedness
San Luis Obispo County,consolidating fire agencies,,,land use,Health and Emergency Preparedness
San Luis Obispo County,creating defensible space around key structures,,,land use;policies,Health and Emergency Preparedness
San Luis Obispo County,enhancing controlled burning and management,,,physical infrastructure,Health and Emergency Preparedness
San Luis Obispo County,Increase local food production and security while reducing vehicle miles,,,planning,Health and Emergency Preparedness
San Luis Obispo County,Promote healthy lifestyle practices,,,practice & behavior,Health and Emergency Preparedness
San Luis Obispo County,promoting mechanical fuel management versus burning,,,research & monitoring,Health and Emergency Preparedness
San Luis Obispo County,"Providing incentives like ""Lawn to Garden"" or ""Food Forest"" programs",,,policies,Health and Emergency Preparedness
San Luis Obispo County,streamlining permitting for fuel management,,,planning,Health and Emergency Preparedness
San Luis Obispo County,"Local jurisdictions should provide outreach, education, programs and incentives for energy conservation and renewable energy",,,policies,Infrastructure
San Luis Obispo County,Increase the amount of renewable energy available to residents,,,physical infrastructure,Infrastructure
San Luis Obispo County,Encourage energy conservation and alternative energy development in areas with low ecological impacts,,,building codes & engineering,Infrastructure
San Luis Obispo County,Collaborate across jurisdictions for cooperative basin planning,,,building codes & engineering,Water Resources and Infrastructure
San Luis Obispo County,develop constructed wetlands to improve recharge and water quality,,,building codes & engineering,Water Resources and Infrastructure
San Luis Obispo County,increase recharge into groundwater basins,,,building codes & engineering,Water Resources and Infrastructure
San Luis Obispo County,"build reclamation water plants (for parks, golf courses, etc.)",,,building codes & engineering;energyconservation,Water Resources and Infrastructure
San Luis Obispo County,"Encourage low impact, natural filtration, and urban runoff catchments",,,green infrastructure,Water Resources and Infrastructure
San Luis Obispo County,encourage greywater systems for use in outdoor watering,,,land use,Water Resources and Infrastructure
San Luis Obispo County,Enforce the Clean Water Act to improve water management practices,,,land use,Water Resources and Infrastructure
San Luis Obispo County,reduce sedimentation of streams and rivers by changing land use practices,,,land use,Water Resources and Infrastructure
San Luis Obispo County,reduce the use of ocean outfalls (that discharge wastewater to the sea),,,land use,Water Resources and Infrastructure
San Luis Obispo County,"Work with water agencies, mutual water companies and regional planning agencies to monitor and reduce agricultural water use",,,land use,Water Resources and Infrastructure
San Luis Obispo County,consider desalination as a last order option due to increased energy use and costs required,,,land use,Water Resources and Infrastructure
San Luis Obispo County,Use recycled water,,,land use;practice & behavior,Water Resources and Infrastructure
San Luis Obispo County,"education for land owners on climate change, incentive programs, and BMPs",,,land use;physical infrastructure,Woodlands and Forests
San Luis Obispo County,"incentives (tax breaks, easements, etc.) in strategic locations and habitats",,,Other GHG,Woodlands and Forests
San Luis Obispo County,Identify and conserve areas especially important for wildlife under climate change,,,Other GHG,Woodlands and Forests
San Luis Obispo County,regulation that restricts land use in oak woodlands,,,physical infrastructure,Woodlands and Forests
San Luis Obispo County,development of new Best Management Practices (BMPs),,,physical infrastructure,Woodlands and Forests
San Luis Obispo County,Target oak woodlands on private ranches for improved management,,,physical infrastructure,Woodlands and Forests
San Luis Obispo County,"Reform grazing practices to increase oak recruitment, riparian vegetation, and water quality. State and federal land agencies, such as CA State Parks, USDA Forest Service, and Bureau of Land Management, may need to revisit their grazing policies, po",,,physical infrastructure,Woodlands and Forests
San Luis Obispo County,Conduct a county­wide assessment to identify areas expected to function as refuges for many species under climate change,,,planning,Woodlands and Forests
San Luis Obispo County,Conduct research to identify effective management options,,,planning,Woodlands and Forests
San Luis Obispo County,Develop drought resistant varieties of oak,,,planning,Woodlands and Forests
Santa Barbara,Adoption of updated bluff retreat standards and building setbacks.,,,planning,"coastal bulff erosion, sea cliff retreat, and accelerated erosion of city beaches resulting from sea level rise"
Santa Barbara,"Preparation of a Shoreline Management Plan in order to address sand supply and retention, cliff or bluff stabilization, continued interagency coordination, cooperation with affected property owners, and identification of funding. The City of Santa Barbara is a member of BEACON (Beach Erosion Authority for Clean Oceans and Nourishment), which has undertaken a number of regional studies, including their Coastal Regional Sediment Management Plan.4",,,planning,"coastal bulff erosion, sea cliff retreat, and accelerated erosion of city beaches resulting from sea level rise"
Santa Barbara,Develop policies and identify funding or tax incentives to relocate away from areas subject to future sea‐level rise,,,planning,Continuing and accelerated sea level rise - inundation of low lying areas
Santa Barbara,Design and site all future public works or infrastructure projects to accommodate future sea‐level rise based on projected lifespans of projects,,,practice & behavior,Continuing and accelerated sea level rise - inundation of low lying areas
Santa Barbara,Restrict rebuilding when structures are damaged by sea‐level rise and coastal storms,,,technology,Continuing and accelerated sea level rise - inundation of low lying areas
Santa Barbara,Establish mandatory rolling setbacks (setbacks that move landward over time) for any future developments or significant redevelopment in areas that are likely to be affected by sea‐ level rise within the anticipated lives of the structures,,,financing;energy,Continuing and accelerated sea level rise - inundation of low lying areas
Santa Barbara,Develop retrofit or retreat plans for existing infrastructure subject to future inundation,,,Other GHG,Continuing and accelerated sea level rise - inundation of low lying areas
Santa Barbara,"Evaluate costs, impacts and lifespan of a seawall along Cabrillo Boulevard and Shoreline Drive",,,planning,Continuing and accelerated sea level rise - inundation of low lying areas
Santa Barbara,Allow beach to gradually retreat,,,research & monitoring;land use,Continuing and accelerated sea level rise - passive erosion or inundation of beaches
Santa Barbara,Selectively remove back beach barriers to allow beaches to migrate landward,,,conservation;planning,Continuing and accelerated sea level rise - passive erosion or inundation of beaches
Santa Barbara,Beach nourishment along with sand retention structures for maintaining beach width,,,education,Continuing and accelerated sea level rise - passive erosion or inundation of beaches
Santa Barbara,Control drainage and runoff to reduce potential for failure from terrestrial processes,,,green infrastructure,Continuing sea level rise and increased wave energy -
Santa Barbara,Consider protection in critical areas until no longer feasible due to continued sea‐level rise,,,green infrastructure,Continuing sea level rise and increased wave energy - wave damage to shoreline development and infrastructure
Santa Barbara,Plan for managed retreat for critical and highly vulnerable structures or infrastructure,,,land use,Continuing sea level rise and increased wave energy - wave damage to shoreline development and infrastructure
Santa Barbara,Plan for relocation of structures as setback distance from cliff edge decreases and risk of failure increases,,,Other GHG,Continuing sea level rise and increased wave energy -increased rates of cliff erosion
Santa Barbara,"As stated earlier, it is recommended to establish a permanent set of beach transects with ~500‐foot alongshore spacing, surveyed in the winter and summer of each year, to document both seasonal and long‐term changes as they occur.",,,Other GHG,passive erosion or inundation of beaches
Santa Barbara,Rolling easements or setbacks.,,,physical infrastructure,
Santa Barbara,Smart growth and clustered development in low‐risk areas.,,,planning;land use,
Santa Barbara,"Relocation incentives (to get property owners away from high‐risk areas), such as tax incentives, transfer of development rights, or government purchase of vulnerable property.",,,policies,
Santa Barbara,Planned retreat,,,practice & behavior,
Santa Barbara,Mandatory setbacks for the restriction of development in vulnerable areas.,,,practice & behavior,
Santa Barbara,Rebuilding restrictions for vulnerable structures following sea‐level rise‐ related disasters.,,,practice & behavior,
Santa Barbara,All precautions should be taken to protect the existing NOAA tide gauge at the breakwater from future construction or disturbance such that a long‐term record of local sea level change can be established.,,,practice & behavior,
Santa Barbara,Development of expendable or mobile structures in high‐risk areas.,,,practice & behavior,
Santa Barbara,Elevation of facilities.,,,education,
Santa Barbara,Seawalls or other shoreline protection structures for the protection of critical infrastructure.,,,education;capacity building,
Santa Barbara,Designing for increased resiliency following sea‐level rise‐related disasters.,,,physical infrastructure,
Santa Barbara,Required warning notices for developers and buyers regarding the potential impacts of future sea‐level rise.,,,physical infrastructure;practice & behavior,
Santa Barbara,"Conduct detailed topographic mapping of the Santa Barbara Airport area, within at least 12 inches of accuracy, to be certain about the areas of vulnerability to future flooding and inundation. Plans are in the works for an aerial LiDAR survey of the airport area, which is highly recommended for resolving the existing topographic uncertainties and improving assessments of future inundation risks.",,,practice & behavior,
Santa Barbara,determine the precise elevations throughout the area between the shoreline and the lower portion of the City to improve upon this preliminary assessment.,,,green infrastructure,
Santa Barbara,"Establish a cliff edge monitoring program with a set of surveyed transects that can be regularly re‐measured, to document and track rates of retreat along all sea cliffs within the City limits.",,,physical infrastructure,
Santa Barbara,Establish a set of beach profiles from Leadbetter Beach to the Clarke Estate and a set of winter and summer profiles from Cabrillo Boulevard to the shoreline. These should be surveyed annually to track both seasonal and long‐term changes. Profile spacing of about 500 feet is reasonable.,,,physical infrastructure,
Santa Barbara,"If the City’s own benchmark system can provide relatively accurate and precise elevation control, it is recommended that revised inundation maps be prepared in order to produce a reliable basis for risk analysis and future decision‐making. If precise elevation control is unavailable, it is recommended that such data (LiDAR, for example) be collected (perhaps in concert with the elevation control that is needed for defining future flooding and inundation risks at the Santa Barbara Airport).",,,physical infrastructure,
Santa Cruz,"Ensure completeness and availability of identified emergency supplies and resources;including, but not limited to items such as water main repair parts, generators, pumps, sandbags, road clearing, medical, and communication. Identify/catalogue current supply;procure additional items/services to ensure preparedness in the event of a climate event.",,,physical infrastructure,All
Santa Cruz,"For development adjacent to cliffs, require setbacks for buildings equal to 50 years of anticipated cliff retreat.",,,physical infrastructure,coastal erosion
Santa Cruz,"Allow construction that alters natural shoreline processes only when required to serve coastal- dependent uses or to protect existing structures or public beaches from erosion, and when designated to eliminate or mitigate adverse impacts on local sh",,,practice & behavior,coastal erosion
Santa Cruz,"Protect, maintain and preserve visitor serving venues, museums, facilities, parks, beaches and other natural resources including the lighthouse and West Cliff Drive, pathways, infrastructure, open space and parks",,,research & monitoring;technology,"coastal erosion, flooding, sea level rise, increased storm events, flood, ocean acidification, salt water intrusion, heat"
Santa Cruz,"Evaluate options for mitigating future water quality problems, such as increased turbidity in flowing sources due to intensifying storm activity or salt intrusion into groundwater due to advancing sea levels. Examine potential need to relocate intake pipelines. Evaluate potential changes or increases needed in treatment levels, new technology to handle poorer quality raw water. Prepare for increase in nuisance algae blooms in Loch Lomond. Prepare for redistribution of groundwater pumping away from coastal areas susceptible to salt intrusion.",,,physical infrastructure,decreased source water quality
Santa Cruz,Reduce near term drought shortages through water conservation and curtailment of water use;revise Emergency Water Rationing Plan;review and revise water department emergency plans to reflect climate change-related hazards.,Drought,Water supply,physical infrastructure,"drought, climate change impacts on resources, long-term water shortages"
Santa Cruz,Enhance or improve current water supply by providing a reliable water supply that meets long term needs while ensuring protection of public health and safety;desalination facility.,,,physical infrastructure,"drought, climate change-related altered precipitation, seawater intrustion into groundwater, changing air temperature"
Santa Cruz,"Evaluate, preserve and protect tree canopy including species evaluation and replacement with resilient trees that can withstand extreme weather events, salt water intrusion, and drought",,,physical infrastructure,"drought, salt water intrusion, extreme weather events, sea level rise, heat"
Santa Cruz,"Develop multi-agency response protocol for emergency drinking water procurement and distribution;coordinate with county, regional, state, and/or federal entities to create response plan for emergency — such as a flood or storm event — or short-term water shortage — potentially caused by hazards such as blackouts due to heat waves or supply disruption due to weather change.",,,physical infrastructure,"drought, water supply disruption, water shortage"
Santa Cruz,Prepare for new opportunities and challenges in the tourism industry such as an increase in climate refugees including review of properties available for lodging and other new development. Continue to work with Parks and Recreation Department and the lodging industry to insure that a variety and adequate quantity of lodging and camping options are provided.,,,physical infrastructure,"extreme storm and temperature events, sea level rise"
Santa Cruz,Educate the public in the maintenance of adequate clearance of residential property as outlined in the LHMP;enforce adequate clearance through codes and ordinances,,,research & monitoring,fire
Santa Cruz,Increase open space monitoring,,,green infrastructure,fire
Santa Cruz,"Review and revise usage of open space to reduce incidence of human-caused wildfire;increase surveillance or security measures to ensure prompt response to emergencies, such as fire or flood;add weather monitoring stations to track temperature rise;increase ability to monitor fuel moisture content in all watershed and water department asset areas.",,,green infrastructure,"fire, flooding"
Santa Cruz,"Ensure that flood information is made available to property owners, potential buyers, and residents living in flood plains and coastal inundation areas, and encourage them to participate in the Federal Flood Insurance Program.",,,green infrastructure,flood
Santa Cruz,"Restrict or prohibit uses in underdeveloped flood areas, and maintain flood plain and floodway regulations in developed flood areas.",,,physical infrastructure,flood
Santa Cruz,"Evaluate and raise bridges or implement other methods to improve water flow as needed to reduce flooding hazard potential along the San Lorenzo River, Water Street, Soquel Avenue, Laurel Street, Riverside Avenue, and two pedestrian bridges.",,,physical infrastructure,Flood
Santa Cruz,"Provide flood protection for key water facilities and assets. Reduce flooding hazard potential along creeks, river, or other flowing water sources;stabilize, augment, raise levees or floodwalls, improve structures or features at water department sites;minimize debris that could increase flood potential where permitted and applicable. Protect vulnerable assets in flood risk or low-lying areas, such as the Coast Pump Station and Tait Wells.",,,physical infrastructure;land use,flood
Santa Cruz,"Evaluate Branciforte Creek flooding potential, and monitor and improve natural creek conditions to improve flood flow, reduce erosion, improve habitat and protect the adjacent neighborhoods and commercial areas. Raise improved concrete creek channel to improve flood flow and protect the adjacent neighborhoods and commercial areas.",,,energy;practice & behavior,"flood, sea level rise, erosion"
Santa Cruz,"Evaluate creek flooding potential, and monitor and improve natural creek conditions to improve flood flow reeduce erosion, improve habitat and protect the adjacent neighborhoods and commercial areas. ",,,physical infrastructure;technology,"flood, sea level rise, erosion"
Santa Cruz,Evaluate and raise levees and/or dredge river to improve water flow and protect the downtown and beach area from flooding.,,,technology,"flood, sea level rise, extreme storm/surge events, erosion"
Santa Cruz,"Protect current infrastructure or assets through coastal restoration efforts as related to reinforcing, replacing, relocating, or otherwise safeguarding current and future pipelines, assets, or other water department holdings.",,,practice & behavior,"flood, sea level rise, storm damage, coastal erosion"
Santa Cruz,"Upgrade or relocate city buildings and infrastructure including Emergency Operations Center to protect and prepare for sea level rise, flooding and storm events occurring as a result of climate change",,,green infrastructure,"flood, sea level rise, storm surge damage, erosion"
Santa Cruz,"Institute a flood warning system for developed areas in floodplains, tsunami inundation areas, and areas affected by Newell Creek dam failure.",,,research & monitoring,"flood, severe storm events"
Santa Cruz,Rehabilitate the City’s wastewater facility to isolate and dewater continuing water table rise beneath facility from the rest of Neary Lagoon area.,,,research & monitoring;education,"flood, storm surge, sea level rise infrastructure damage to process units and associated equipment"
Santa Cruz,Replace Highway 1/9 bridge,,,research & monitoring,flooding
Santa Cruz,"Monitor dams, diversions, and infrastructure to protect water resources and minimize risks to people and property resulting from a failure of any of these structures.",,Water supply,building codes & engineering;practice & behavior,"landslide, fire, or any disaster that could cause structure failure"
Santa Cruz,"Protect water system infrastructure, access roads, and reservoirs from landslides and other failure;implement or continue landslide monitoring and stabilization;evaluate and/or improve access roads, relocate infrastructure where applicable.",Landslides,Water supply,physical infrastructure,"landslide, mudslide, slope erosion"
Santa Cruz,Provide ground water monitoring wells to monitor level of ground water rise.,,,physical infrastructure,sea level rise
Santa Cruz,"Promote and preserve economic base and tourism in the face of a changing climate through collaboration with Visitor Center, Downtown Association and other community groups to promote tourism. Monitoring and proactive steps should be taken as information becomes available.",,,physical infrastructure,"sea level rise, extreme heat events"
Santa Cruz,Address the effects of climate change through changes in land use and building codes for low-lying areas that may be flooded by increases in sea levels and storm violence,,,physical infrastructure;land use,"Sea level rise, flood, severe storm/weather events, ocean acidification, salt water intrusion, coastal erosion, increased wildlfires"
Santa Cruz,Evaluate decisions through a climate change impact lens,,,physical infrastructure;land use,"Sea level rise, flood, severe storm/weather events, ocean acidification, salt water intrusion, coastal erosion, increased wildlfires"
Santa Cruz,Engineer a cut-off wall such as a steel sheet pile barrier or grout curtain and pump system to isolate ground water beneath the wastewater treatment facility from Neary Lagoon.,,,policies;land use;research & monitoring,"sea level rise, flooding, storm surge"
Santa Cruz,Seal pump gallery at wastewater treatment facility,,,policies;planning,"sea level rise, flooding, storm surge"
Santa Cruz,Seal wastewater pipes throughout system that are at or below existing groundwater levels to protect system against rising groundwater.,,,research & monitoring,"sea level rise, flooding, storm surge"
Santa Cruz,"Monitor, repair enhance and replace (when necessary) all system pump stations including the one at Neary Lagoon as well as five storm water pump stations along the San Lorenzo River",,,land use,"sea level rise, flooding, storm surge"
Santa Cruz,Prepare for redistribution of groundwater pumping away from coastal areas susceptible to salt intrusion,,,Other GHG,"sea level rise, higher water table, flooding"
Santa Cruz,Protect freshwater resources from saltwater intrusion,Saltwater intrusion,Water supply,practice & behavior,"sea level rise, higher water table, flooding"
Santa Cruz,upgrade infrastructure to adapt to higher sea level and water table,,,practice & behavior;capacity building,"sea level rise, higher water table, flooding"
Santa Cruz,Install permanent tide gauges to monitor sea level or work conjunctively with agencies that intend to install gauges;install ground water monitoring wells to track water table rise;,,,water conservation,"sea level rise, higher water table, flooding"
Santa Cruz,"Protect, preserve and reinforce City buildings, Municipal Wharf and infrastructure from impacts of climate change",,,land use,"sea level rise, increased storme vents, flood, drought, coastal erosion, ocean acidification, salt water intrusion"
Santa Cruz,"Regulate development in and adjacent to areas with steep canyons, arroyos and fire prone vegetation. Require new development in areas susceptible to wildfires to be responsible for fire prevention activities (visible house numbering and use of fire-resistant and fire retardant building and landscape materials) and to also provide a defensible zone to inhibit the spread of wildfires.",,,policies,urban wildand interface fires
Santa Cruz,"Protect parks and facilities from the increased risk of urban/Wildland fire through increased underbrush clearing, perimeter protection, adequate patrol and staffing",,,practice & behavior,urban/wildland fire
Santa Cruz,Increase efforts to reduce the increased fire risks a result of climate change in wildland/urban interface areas through vegetation management and code enforcement.,,,research & monitoring,wildfire
Santa Cruz,"Increase efforts to reduce fire risk in watershed, near water supply lines where applicable, and around water department assets to mitigate potential increase in wildfire risk due to climate change;replant post-wildfire to decrease risk of erosion or landslide.",Wildfire,Water supply,research & monitoring,"wildfire, wildfire-caused erosion or landslide"
Santa Cruz,Continue to maintain and/or establish agreements with local fire agencies for emergency response to increased Wildland incidents which may occur as the result of climate change.,,,land use,wildland fire
Seabrook,"Establish new street grade and building first floor elevation requirements and infrastructure elevation that exceed current Town, State and FEMA standards.",,,land use,
Seabrook,"Increase funding and resources for land acquisition, land management programs, and land stewardship within Town. The retention of open land provides many critical public services, including replenishing drinking water supplies, protecting against salt water intrusion, conserving native wildlife and habitats, providing recreational opportunities, and sustaining agriculture and traditional harvesting.",,,land use,
Seabrook,"As much as possible, locate future development, infrastructure and essential facilities outside coastal or flood hazard prone areas using projections of sea level rise to identify those areas.",,,land use,
Seabrook,Consider adopting an overlay district in which to apply higher standards for building freeboard height (desing flood elevation) and other provisions as described below:,,,physical infrastructure,
Seabrook,Define a transitions zone between the hazard area and built area to be protected and prohibit incompatible land uses that would convert open land in the transition zone,,,planning,
Seabrook,"Identify fragmented habitats and work towards reconnecting habitat corridors. Fragmentation of coastal areas creates barriers to species movement. Isolated parcels of land that provide specific habitat are unable to provide all of the necessary components to support plant and animal populations. In addition, these isolated parcels are more susceptible to colonization by invasive species.",,,planning,
Seabrook,Permanently protect undeveloped coastal areas so the Town will be more resilient to climate change and be better able to adopt to sea level rise and increasing storm intensity. Permanently protecting these areas from development will also allow for coastal wetlands and marsh habitats to migrate and shift with rising sea level and give coastal species the ability to adjust as habitat changes occur.,,,policies,
Seabrook,Undeveloped land offers the greatest opportunities to provide for adaption to the effects of climate change. Different preservation and conservation tools should be explored and used in order to ensure the greatest amount of protection to existing open lands in public and private ownership.,,,practice & behavior,
Seabrook,"Incorporate climate change/sea level rise impacts into all basic planning, zoning, and permitting. Assessments should utilize a minimum of a 50 year planning horizon and assume a 1.5 feet sea level rise in that period, and at least a 3 to 5 feet sea level rise of over 100 years.",,,practice & behavior,
Seabrook,Establish a comprehensive planning and zoning policy such as development setbacks and limits on density and infrastructure in coastal and transitional zones to consider vulnerability to sea level rise and saltwater intrusion.,Saltwater intrusion,,research & monitoring;funding,
Seabrook,"Below are some recommendations the Town should consider in regards to revisiting certain sections within the document in order to not only mitigate future damage from sea level rise and storm events, but also to qualify for future hazard mitigation funding for mitigation projects that may help alleviate the burdensome effects of sea level rise and flood inundation.",,,financing;water conservation,
Seabrook,Current and future capital infrastructure projects should plan for sea level rise,,,green infrastructure;land use;water conservation,
Seabrook,Develop a Natural Hazards Chapter for the Town’s Master Plan.,,,land use,
Seabrook,Integrate climate change into master plan,,,land use;green infrastructure,
Seabrook,"Evaluate the impacts of salt water intrusion into all aquifers that support the local and regional population. Aquifers located underneath Collins Street and South Main Street, near the marsh, should be of significant importance given their proximity to sea level and high potential of inundation.",,,physical infrastructure,
Seabrook,"Utilize and/or establish base information that is provided by an agency that studies sea level rise in the region, trying to match information and models that are used within the New England region. This is important for keeping information up to date regarding sea level rise projections.",,,planning;research & monitoring,
Somerset County,Modify on-site septic requirements to anticipate impaired performance as water table levels rise.,,,policies,Sea Level Rise
Somerset County,"Require the lowest floor of all new buildings and substantially-improved buildings to be at least 2 feet higher than the currently required Base Flood Elevation (Hazard Mitigation medium rated Plan, actions;Maryland Climate Action Plan, EBEI-8). NFIP flo",,,policies,Sea Level Rise: Building Code/Floodplain Ordinance
Somerset County,"If areas with waves 1.5 feet and higher (Coastal A Zone) are delineated, apply V Zone requirements (Maryland Climate Action Plan, EBEI-8).",,,policies,Sea Level Rise: Building Code/Floodplain Ordinance
Somerset County,"Regulate the ‘adjacent flood zone’ as SFHA (Maryland Climate Action Plan, EBEI-8).",,,policies,Sea Level Rise: Building Code/Floodplain Ordinance
Somerset County,Coordinate the floodplain management ordinance with the flood requirements of the building code.,,,policies;water conservation,Sea Level Rise: Building Code/Floodplain Ordinance
Somerset County,"Require use of perimeter wall foundations and piling/column foundations (avoids drainage problems, facilitates potential future relocation of buildings)",,,practice & behavior,Sea Level Rise: Building Code/Floodplain Ordinance
